SRN,name,gender,phone_1,phone_2,DOB,admission_date,email,blood_grp,guardian,mother,PIN,street,city,Aadhar_no,state,photo,UID,password,class_no,section_no
1109,Percy Anderson,M,7021099665,8796498414,2004-06-29,2011-11-07,Percy.Anderson.6399@school.ac.in,B-,Isla Fields,William Hunter,381636,"46,Bhelupur",Sandila,646359000000.0,Uttar Pradesh,,stu1109,7962517,7,3
1110,Sasha Antcliff,F,7264456129,9236410594,2010-03-29,2002-01-11,Sasha.Antcliff.7752@school.ac.in,B-,Mason Daniells,Zoe Varndell,715128,"4,Lanka",Pilkhuwa,251527000000.0,Uttar Pradesh,,stu1110,57622177,7,3
1111,Ronald Saunders,M,8338785287,7401185850,2006-07-09,2006-12-17,Ronald.Saunders.0836@school.ac.in,B+,Anthony Samuel,Johnny Michael,228535,"47,Shubhash nagar",Reoti,682018000000.0,Uttar Pradesh,,stu1111,20013028,7,3
1112,Rosalee Janes,F,8728616969,8542733192,2011-10-03,2008-06-23,Rosalee.Janes.6741@school.ac.in,A+,Analise Roman,Cedrick Wilton,767202,"48,Mohan lal colony",Robertsganj,580491000000.0,Uttar Pradesh,,stu1112,6249107,7,3
1113,Ethan Fisher,M,7321325674,7753368042,2004-11-08,2006-02-30,Ethan.Fisher.7528@school.ac.in,AB-,Sebastian James,Angela Little,223014,"1,Gandhi nagar",Sandi,95455111849.0,Uttar Pradesh,,stu1113,57479967,7,3
1114,Johnny Norburn,M,8925881932,8072083341,2006-12-13,2012-01-30,Johnny.Norburn.0573@school.ac.in,AB+,Janelle Stone ,Bernadette Franks,223014,"3,Mohan lal colony",Sandi,917910000000.0,Uttar Pradesh,,stu1114,47144917,7,3
1115,Denny Boden,M,9375433987,7854962634,2011-04-13,2012-12-24,Denny.Boden.4692@school.ac.in,B-,Owen Moore,Janice Crawford,580817,"28,Sigra",Varanasi,899022000000.0,Uttar Pradesh,,stu1115,23042966,7,3
1116,Florence Bloom,F,7424900492,7365812750,2010-11-03,2003-11-20,Florence.Bloom.3104@school.ac.in,B-,Ethan Santos,Anabelle Darcy,363624,"9,Ram nagar",Sadabad,830989000000.0,Uttar Pradesh,,stu1116,10769576,7,3
1117,Alexander Potts,M,7178018093,9602490732,2003-03-28,2007-02-26,Alexander.Potts.8187@school.ac.in,AB+,Rosie Wilson,Angelique Evans,363624,"2,Metro colony",Sadabad,921617000000.0,Uttar Pradesh,,stu1117,41503173,7,3
1118,Amelia Cavanagh,F,9747537282,8383327510,2010-12-29,2008-11-29,Amelia.Cavanagh.5670@school.ac.in,AB+,Tyler Jenkin,Chad Brock,580817,"18,Gandhi nagar",Varanasi,320858000000.0,Uttar Pradesh,,stu1118,60431682,7,3
1119,Lynn Wheeler,F,8026201611,9087166314,2004-06-16,2004-01-27,Lynn.Wheeler.9947@school.ac.in,AB+,Michelle Dobson,Phillip Robinson,162998,"46,Gandhi nagar",Thana Bhawan,604953000000.0,Uttar Pradesh,,stu1119,87744586,7,3
1120,Domenic Boyle,M,8525837177,7229160684,2006-08-29,2004-11-23,Domenic.Boyle.2292@school.ac.in,AB+,Carolyn Stewart,Jennifer Attwood,228535,"39,Lanka",Reoti,555429000000.0,Uttar Pradesh,,stu1120,35172233,7,3
1121,Oliver Flett,M,7442734618,9229865353,2006-11-02,2004-01-11,Oliver.Flett.9294@school.ac.in,O+,Aiden Baker,Benjamin Mitchell,767202,"22,Laxmi nagar",Robertsganj,985486000000.0,Uttar Pradesh,,stu1121,99849675,8,1
1122,Fred Emmett,M,8040146559,7469802381,2011-03-21,2003-04-24,Fred.Emmett.0714@school.ac.in,B-,George Rowe,Bryon Campbell,715128,"21,shastri nagar",Pilkhuwa,288871000000.0,Uttar Pradesh,,stu1122,38977242,8,1
1123,Fred Emmett,M,7584636268,9703955910,2007-01-10,2010-10-02,Fred.Emmett.9004@school.ac.in,AB-,Benjamin London,Ciara Stuart,381636,"29,Sigra",Sandila,528399000000.0,Uttar Pradesh,,stu1123,26064965,8,1
1124,Luna Pearce,F,9156565350,9661137212,2008-10-08,2008-06-01,Luna.Pearce.5874@school.ac.in,B+,Blake Grant,Aurelia May,518615,"1,Bhelupur",Naraura,966178000000.0,Uttar Pradesh,,stu1124,14305183,8,1
1125,Alexander Potts,M,7785268596,9491185431,2009-10-21,2011-10-26,Alexander.Potts.9755@school.ac.in,AB+,Abdul Taylor,Helen Stone ,354265,"17,Metro colony",Azamgarh,817270000000.0,Uttar Pradesh,,stu1125,39766249,8,1
1126,Kurt Robinson,M,7404200241,9583371297,2007-09-25,2005-07-11,Kurt.Robinson.6193@school.ac.in,B+,Diane Foxley,Martin Emerson,409985,"6,Bhelupur",Orai,275738000000.0,Uttar Pradesh,,stu1126,34825816,8,1
1127,Bryon Pratt,M,7626114900,7850740387,2004-11-25,2009-02-02,Bryon.Pratt.9140@school.ac.in,O-,Carmella Daniells,Mark Mooney,363624,"27,Bhelupur",Sadabad,73974336865.0,Uttar Pradesh,,stu1127,10538754,8,1
1128,Ciara Alldridge,F,8632052383,7800590638,2002-12-18,2010-06-05,Ciara.Alldridge.8916@school.ac.in,B-,Rosalee Janes,Erin Darcy,715128,"45,Sadar colony",Pilkhuwa,365794000000.0,Uttar Pradesh,,stu1128,23469879,8,1
1129,Janice Partridge,F,9305948635,9832672089,2007-10-22,2008-04-01,Janice.Partridge.5827@school.ac.in,O+,Nina Walsh,Alice Speed,381636,"50,Shubhash nagar",Sandila,69916184344.0,Uttar Pradesh,,stu1129,69974350,8,1
1130,Denis Simpson,M,9281216433,7558826325,2007-04-16,2002-07-23,Denis.Simpson.4849@school.ac.in,AB+,Gil Drew,Mabel Fox,363624,"29,Sadar colony",Sadabad,519012000000.0,Uttar Pradesh,,stu1130,97620703,8,1
1131,Candice Denton,F,8686499681,7200438698,2007-01-30,2005-07-20,Candice.Denton.4103@school.ac.in,B+,Gwen Flett,Dasha Hood,553041,"15,Mohan lal colony",Safipur,741626000000.0,Uttar Pradesh,,stu1131,35796487,8,1
1132,Kieth Kelly,M,7343681502,9698171582,2003-07-04,2008-01-29,Kieth.Kelly.2863@school.ac.in,AB-,Nick Mitchell,Aileen Steer,162998,"9,Mohan lal colony",Thana Bhawan,66771501491.0,Uttar Pradesh,,stu1132,93949470,8,1
1133,Tyson Cameron,M,7954352721,7085134925,2004-05-10,2006-08-06,Tyson.Cameron.2777@school.ac.in,B-,Caleb Reynolds,Amelia Jones,580817,"1,Sigra",Varanasi,890619000000.0,Uttar Pradesh,,stu1133,99443118,8,1
1134,Ally Miller,F,9823955229,7049360867,2005-03-08,2008-07-11,Ally.Miller.1481@school.ac.in,O-,Nicholas Hunt,Ember Oswald,162998,"17,Lanka",Thana Bhawan,293423000000.0,Uttar Pradesh,,stu1134,27479889,8,1
1135,Barry Tyler,M,7106242295,9047986705,2012-05-25,2008-08-08,Barry.Tyler.0958@school.ac.in,AB+,Chris Marshall,Harvey Furnell,159494,"2,Lanka",Nautanwa,687836000000.0,Uttar Pradesh,,stu1135,83647208,8,1
1136,Wade Cobb,M,9087269950,7770436036,2009-03-22,2003-05-04,Wade.Cobb.3314@school.ac.in,O-,Clint Wood,Vivian Giles,834591,"26,Mohan lal colony",Najibabad,550568000000.0,Uttar Pradesh,,stu1136,3138818,8,1
1137,Eduardo Stevens,M,7854547381,8070945880,2006-08-28,2012-02-27,Eduardo.Stevens.1962@school.ac.in,B+,Hailey Noon,Nathan Sherry,834591,"40,Metro colony",Najibabad,38934274541.0,Uttar Pradesh,,stu1137,82886544,8,1
1138,Michael Durrant,M,7927112092,9317808923,2011-01-03,2004-10-03,Michael.Durrant.2918@school.ac.in,A+,Erick Whittle,Stella Rosenbloom,834591,"11,Sigra",Najibabad,151721000000.0,Uttar Pradesh,,stu1138,68552043,8,1
1139,Julia Jeffery,F,9398490379,8062434062,2008-02-19,2005-12-16,Julia.Jeffery.4547@school.ac.in,A-,Celina Flett,Rosalee Janes,363624,"10,Shubhash nagar",Sadabad,524334000000.0,Uttar Pradesh,,stu1139,90521804,8,1
1140,Mayleen Beal,F,8946887350,7753839281,2008-10-09,2003-02-13,Mayleen.Beal.4617@school.ac.in,B-,Danny Burge,Luke Rees,223014,"46,Metro colony",Sandi,899298000000.0,Uttar Pradesh,,stu1140,42184627,8,1
1141,Domenic Ingham,M,9791309039,9769940449,2010-06-22,2003-05-28,Domenic.Ingham.7477@school.ac.in,AB+,Anthony Saunders,Mona Roberts,176318,"33,Bhelupur",Sirsi,392696000000.0,Uttar Pradesh,,stu1141,34491147,8,2
1142,Rosemary Butler,F,7764705300,9531796349,2007-07-02,2009-02-11,Rosemary.Butler.7312@school.ac.in,B-,Noemi Roscoe,Charlize Dwyer,767202,"4,Metro colony",Robertsganj,85196469181.0,Uttar Pradesh,,stu1142,47753278,8,2
1143,Janelle Todd,F,8796464246,8084849747,2003-04-02,2006-06-27,Janelle.Todd.0896@school.ac.in,A-,Matt Dempsey,Alan Blythe,162998,"20,Gandhi nagar",Thana Bhawan,315838000000.0,Uttar Pradesh,,stu1143,37604257,8,2
1144,Maria Bradley,F,7964275313,8120898240,2009-09-14,2003-12-16,Maria.Bradley.9550@school.ac.in,O+,William Cassidy,Noah Gordon,580817,"28,Ram nagar",Varanasi,272760000000.0,Uttar Pradesh,,stu1144,14237492,8,2
1145,Stella Rosenbloom,F,7924014515,9045017424,2006-09-08,2006-05-18,Stella.Rosenbloom.1713@school.ac.in,AB+,Josh Lomax,Carter Morgan,580817,"32,Sigra",Varanasi,416005000000.0,Uttar Pradesh,,stu1145,56668265,8,2
1146,Ada Callan,F,8113086361,8672639223,2002-11-23,2003-11-24,Ada.Callan.1796@school.ac.in,O-,Lauren Yoman,Karla Watt,409985,"14,Shubhash nagar",Orai,491886000000.0,Uttar Pradesh,,stu1146,26314070,8,2
1147,Leilani Booth,F,8374648704,7842070821,2009-01-08,2004-10-11,Leilani.Booth.4691@school.ac.in,AB+,Courtney Gibson,Hayden Reid,834591,"14,Lanka",Najibabad,376681000000.0,Uttar Pradesh,,stu1147,76469091,8,2
1148,Alice Speed,F,8803912466,7327706554,2007-03-24,2007-01-30,Alice.Speed.7423@school.ac.in,AB+,Liv Purvis,Leroy Weldon,354265,"47,Mohan lal colony",Azamgarh,185085000000.0,Uttar Pradesh,,stu1148,56097310,8,2
1149,Josh Jenkin,M,8374186053,8101342926,2009-11-22,2007-09-15,Josh.Jenkin.6655@school.ac.in,A+,Vicky Pitt,Wade Slater,518615,"27,Sigra",Naraura,718545000000.0,Uttar Pradesh,,stu1149,5300262,8,2
1150,Danny Pratt,M,9009148228,8805974543,2003-10-25,2008-01-24,Danny.Pratt.3274@school.ac.in,AB-,Hank Mcleod,Martin Robinson,223014,"15,Shubhash nagar",Sandi,401433000000.0,Uttar Pradesh,,stu1150,49507530,8,2
1151,Percy Anderson,M,7445231513,8539587797,2012-01-29,2012-05-01,Percy.Anderson.3394@school.ac.in,AB+,Faith Seymour,Anne Oliver,381636,"49,Lanka",Sandila,80427875538.0,Uttar Pradesh,,stu1151,81115738,8,2
1152,Leroy Weldon,M,9028576147,7076063756,2007-01-14,2003-08-22,Leroy.Weldon.0935@school.ac.in,B+,Ron Wood,Ciara Emmett,176318,"17,Mohan lal colony",Sirsi,491047000000.0,Uttar Pradesh,,stu1152,65224712,8,2
1153,Chester Baldwin,M,9678136700,8354526333,2009-06-17,2008-05-03,Chester.Baldwin.1493@school.ac.in,O-,Carissa Griffiths,Miley Dillon,715128,"15,Laxmi nagar",Pilkhuwa,309107000000.0,Uttar Pradesh,,stu1153,25350079,8,2
1154,Leilani Gordon,F,9312022868,9914715370,2003-01-27,2006-07-27,Leilani.Gordon.9098@school.ac.in,O-,Leroy Weldon,Candace Cooper,228535,"43,Sigra",Reoti,920166000000.0,Uttar Pradesh,,stu1154,43223450,8,2
1155,Benny Harrison,M,8663306065,9872460431,2006-09-29,2002-04-24,Benny.Harrison.5533@school.ac.in,A+,Jacob Clayton,George Rogers,767202,"12,Sadar colony",Robertsganj,834978000000.0,Uttar Pradesh,,stu1155,84751774,8,2
1156,Harvey Ward,M,9862416517,7211602499,2008-05-15,2007-03-16,Harvey.Ward.9302@school.ac.in,B+,Danny Harper,Aileen Tyrrell,834591,"11,Mohan lal colony",Najibabad,841662000000.0,Uttar Pradesh,,stu1156,6353984,8,2
1157,Daron Herbert,M,7696997933,7262476690,2005-08-22,2009-08-17,Daron.Herbert.5577@school.ac.in,AB-,Anne Carter,Martin Wise,988782,"26,Sadar colony",Shahganj,604003000000.0,Uttar Pradesh,,stu1157,31754383,8,2
1158,Scarlett Stewart,F,9688297205,8179370244,2009-05-12,2003-10-03,Scarlett.Stewart.5181@school.ac.in,O+,Florence Bloom,Henry Fall,228535,"33,Laxmi nagar",Reoti,710018000000.0,Uttar Pradesh,,stu1158,27030801,8,2
1159,Joseph Hudson,M,9490684670,8090357982,2010-03-06,2011-07-04,Joseph.Hudson.5267@school.ac.in,B-,Danny Wigley,Russel Lane,580817,"21,Metro colony",Varanasi,981241000000.0,Uttar Pradesh,,stu1159,98608890,8,2
1160,Nick Coll,M,9587051661,9068729590,2005-10-05,2002-06-19,Nick.Coll.4453@school.ac.in,A-,Ilona Thompson,Courtney Gibson,223014,"13,Laxmi nagar",Sandi,493754000000.0,Uttar Pradesh,,stu1160,13366078,8,2
1161,Melinda James,F,8998318661,8854413692,2011-04-06,2007-09-13,Melinda.James.1583@school.ac.in,AB+,Abdul Snell,Doris Norris,176318,"41,Sigra",Sirsi,102946000000.0,Uttar Pradesh,,stu1161,35556904,8,3
1162,Elise Goldsmith,F,9782054727,9066541960,2009-12-13,2006-09-17,Elise.Goldsmith.0076@school.ac.in,O-,Samantha Clarke,Russel Swan,834591,"36,Ram nagar",Najibabad,132741000000.0,Uttar Pradesh,,stu1162,36695772,8,3
1163,Ada Callan,F,9782040906,9933023285,2006-01-15,2008-11-24,Ada.Callan.3753@school.ac.in,B+,Nicholas Judd,Ciara Emmett,381636,"48,Sigra",Sandila,994388000000.0,Uttar Pradesh,,stu1163,5382842,8,3
1164,Owen Rose,M,8896768286,8964094034,2010-06-14,2010-11-30,Owen.Rose.1367@school.ac.in,B+,Maribel Broomfield,Anabel Kelly,162998,"47,Sigra",Thana Bhawan,494259000000.0,Uttar Pradesh,,stu1164,49389966,8,3
1165,Callie Woodley,F,7205838409,7961750641,2009-02-19,2012-05-29,Callie.Woodley.6842@school.ac.in,AB+,Alexia Aldridge,Beatrice Norton,580817,"40,Sadar colony",Varanasi,3473915038.0,Uttar Pradesh,,stu1165,53827558,8,3
1166,Hazel Ellwood,F,8004273436,7832570670,2003-09-12,2007-03-20,Hazel.Ellwood.4169@school.ac.in,A+,Georgia Lewis,Anthony Olson,767202,"34,shastri nagar",Robertsganj,986915000000.0,Uttar Pradesh,,stu1166,14597199,8,3
1167,Bart Fisher,M,9757958458,8728227565,2011-09-20,2002-03-15,Bart.Fisher.3232@school.ac.in,B+,Matt Yoman,Hank Gardner,767202,"30,Gandhi nagar",Robertsganj,27608390659.0,Uttar Pradesh,,stu1167,20133753,8,3
1168,Julian Stone,M,9006770843,7723653546,2009-07-03,2010-06-18,Julian.Stone.8652@school.ac.in,A+,Nate Chapman,Denny Graham,223014,"45,Ram nagar",Sandi,837875000000.0,Uttar Pradesh,,stu1168,49965626,8,3
1169,Maxwell Barclay,M,9869944430,9821001988,2008-02-19,2008-03-14,Maxwell.Barclay.3250@school.ac.in,O+,Diane Blackwall,Rosie Woodcock,715128,"4,Lanka",Pilkhuwa,538886000000.0,Uttar Pradesh,,stu1169,35058589,8,3
1170,Ron Hope,M,9336428504,9698600925,2004-06-28,2006-09-18,Ron.Hope.5249@school.ac.in,B-,Emely Quinton,Nick London,409985,"5,shastri nagar",Orai,435129000000.0,Uttar Pradesh,,stu1170,2860519,8,3
1171,Eileen Whatson,F,8508474600,7065477483,2008-03-14,2010-05-26,Eileen.Whatson.6828@school.ac.in,A+,Jacqueline Gibson,Gil Broomfield,223014,"35,Ram nagar",Sandi,70681077757.0,Uttar Pradesh,,stu1171,85888818,8,3
1172,Anthony Antcliff,M,8043033268,8081013097,2010-05-12,2009-06-28,Anthony.Antcliff.5598@school.ac.in,AB+,Benny Burge,Wendy Hudson,767202,"2,Metro colony",Robertsganj,162442000000.0,Uttar Pradesh,,stu1172,23479304,8,3
1173,Luna James,F,9618127072,9106377817,2009-12-17,2005-08-10,Luna.James.8405@school.ac.in,O-,Eduardo Stevens,Clint Wood,715128,"35,Laxmi nagar",Pilkhuwa,629431000000.0,Uttar Pradesh,,stu1173,79072334,8,3
1174,Clint Donnelly,M,7942195794,8976819064,2008-02-29,2007-10-06,Clint.Donnelly.2280@school.ac.in,A+,Javier Clarke,William Drew,228535,"6,Laxmi nagar",Reoti,987395000000.0,Uttar Pradesh,,stu1174,64288066,8,3
1175,Ally Allington,F,7084761012,9685995901,2004-11-15,2006-07-23,Ally.Allington.4677@school.ac.in,O-,Ethan Dixon,Macy Preston,162998,"19,Ram nagar",Thana Bhawan,641074000000.0,Uttar Pradesh,,stu1175,71742030,8,3
1176,Adela Thompson,F,9755176538,9561759406,2003-09-08,2010-09-17,Adela.Thompson.3808@school.ac.in,AB-,Mark Patel,Callie Woodley,409985,"10,Lanka",Orai,95240581295.0,Uttar Pradesh,,stu1176,4246582,8,3
1177,Charlize Curtis,F,9012478185,7257981223,2012-12-14,2009-06-28,Charlize.Curtis.6153@school.ac.in,A-,Ron Randall,Michaela Dunbar,162998,"15,Gandhi nagar",Thana Bhawan,213934000000.0,Uttar Pradesh,,stu1177,56928620,8,3
1178,Danny Lynn,M,8495054361,9359978022,2011-04-10,2007-04-10,Danny.Lynn.6077@school.ac.in,A+,Mark Fenton,Anne Carter,159494,"16,Lanka",Nautanwa,683002000000.0,Uttar Pradesh,,stu1178,69021620,8,3
1179,Manuel Hunt,M,8318929139,9055010786,2004-01-21,2003-12-01,Manuel.Hunt.7484@school.ac.in,B+,Skylar Judd,Julius Gibbons,834591,"12,Shubhash nagar",Najibabad,366353000000.0,Uttar Pradesh,,stu1179,98783936,8,3
1180,Jacob Todd,M,7502937261,8055316404,2002-09-07,2010-05-14,Jacob.Todd.9464@school.ac.in,AB-,Kenzie Avery,Marla Gosling,767202,"8,Lanka",Robertsganj,551678000000.0,Uttar Pradesh,,stu1180,50004081,8,3
1181,Thea Woodcock,F,7946039626,7720468357,2006-12-21,2011-05-22,Thea.Woodcock.7881@school.ac.in,O+,Jasmine Raven,Maria Bradley,834591,"45,Mohan lal colony",Najibabad,102243000000.0,Uttar Pradesh,,stu1181,71970019,9,1
1182,Nicholas Pope,M,7083261696,7687284163,2004-12-11,2012-02-18,Nicholas.Pope.7101@school.ac.in,B+,Barry Varley,Rae Pearson,176318,"2,shastri nagar",Sirsi,394073000000.0,Uttar Pradesh,,stu1182,61948156,9,1
1183,Sadie Wheeler,F,9237772892,9560294550,2010-04-27,2012-03-07,Sadie.Wheeler.7257@school.ac.in,B-,Kurt Robinson,Aiden Bailey,223014,"40,Lanka",Sandi,81112986107.0,Uttar Pradesh,,stu1183,27023185,9,1
1184,Boris Owen,M,9441237316,8154967371,2004-05-24,2004-06-10,Boris.Owen.9273@school.ac.in,B+,Sage Healy,Holly Archer,553041,"15,Sadar colony",Safipur,987268000000.0,Uttar Pradesh,,stu1184,13889727,9,1
1185,Anthony Samuel,M,8950074600,7174680762,2003-03-27,2008-10-10,Anthony.Samuel.4644@school.ac.in,B+,Luna Pearce,Domenic Stone,162998,"16,Mohan lal colony",Thana Bhawan,611732000000.0,Uttar Pradesh,,stu1185,318843,9,1
1186,Javier Adams,M,9500944018,7157992936,2005-12-30,2002-11-18,Javier.Adams.0057@school.ac.in,AB+,Sienna Jenkin,Joseph Hudson,988782,"27,Metro colony",Shahganj,427216000000.0,Uttar Pradesh,,stu1186,47600390,9,1
1187,Carol James,F,9054133200,8764560424,2003-03-20,2010-12-03,Carol.James.1717@school.ac.in,AB-,Celia Everett,Maria Jarrett,159494,"44,Sadar colony",Nautanwa,520265000000.0,Uttar Pradesh,,stu1187,76448846,9,1
1188,Janelle Drake,F,8103096546,9485173854,2012-11-24,2010-02-25,Janelle.Drake.1037@school.ac.in,B-,Chloe Nelson,Nate Fulton,363624,"43,Laxmi nagar",Sadabad,458096000000.0,Uttar Pradesh,,stu1188,58963640,9,1
1189,Ethan Gates,M,7327683876,9768060536,2011-08-30,2009-09-21,Ethan.Gates.0595@school.ac.in,B-,Percy Casey,Karen Gonzales,228535,"24,shastri nagar",Reoti,498458000000.0,Uttar Pradesh,,stu1189,75906218,9,1
1190,Rick Plumb,M,8137939665,7909743631,2011-01-02,2010-01-29,Rick.Plumb.7233@school.ac.in,AB+,Boris Pearce,Ethan Fisher,223014,"9,Gandhi nagar",Sandi,142154000000.0,Uttar Pradesh,,stu1190,87294814,9,1
1191,Marjorie Jeffery,F,8282155793,9354507034,2003-08-07,2006-09-08,Marjorie.Jeffery.1021@school.ac.in,A+,Fred Nobbs,Harry Rogers,553041,"41,Shubhash nagar",Safipur,760209000000.0,Uttar Pradesh,,stu1191,35922514,9,1
1192,Melanie Walsh,F,8758455397,9166597374,2007-01-13,2009-01-02,Melanie.Walsh.8497@school.ac.in,B-,Janice Benson,Harvey Furnell,228535,"15,Lanka",Reoti,955235000000.0,Uttar Pradesh,,stu1192,15966330,9,1
1193,Alba Powell,F,8178623176,9414877580,2003-07-05,2006-07-29,Alba.Powell.0091@school.ac.in,B-,Makena Milner,Javier Lynn,381636,"38,Sigra",Sandila,61355741246.0,Uttar Pradesh,,stu1193,266943,9,1
1194,Evie Evans,F,9731052149,7697362793,2002-03-17,2002-04-26,Evie.Evans.2669@school.ac.in,O+,Eileen Henderson,Janice Crawford,988782,"11,Laxmi nagar",Shahganj,375770000000.0,Uttar Pradesh,,stu1194,33390079,9,1
1195,Nicholas Burnley,M,9055868253,8903376740,2006-11-27,2008-02-04,Nicholas.Burnley.1868@school.ac.in,AB-,Bryce Fenton,Harvey Furnell,354265,"1,Bhelupur",Azamgarh,449209000000.0,Uttar Pradesh,,stu1195,41546889,9,1
1196,Bart Bryant,M,9886283249,8596031262,2009-08-27,2008-06-24,Bart.Bryant.2704@school.ac.in,B+,Cristal Chappell,Lucy Mccormick,363624,"33,Lanka",Sadabad,231582000000.0,Uttar Pradesh,,stu1196,14587889,9,1
1197,Caitlyn Oakley,F,8984035385,8667746997,2004-06-27,2010-10-10,Caitlyn.Oakley.8999@school.ac.in,B-,Eduardo Stevens,Eduardo Shelton,518615,"5,Sigra",Naraura,19264066175.0,Uttar Pradesh,,stu1197,2028258,9,1
1198,Matthew Upsdell,M,7061170372,9312069318,2007-06-04,2009-01-19,Matthew.Upsdell.4182@school.ac.in,B-,Matthew Robe,Makenzie Doherty,518615,"35,Mohan lal colony",Naraura,756106000000.0,Uttar Pradesh,,stu1198,23217239,9,1
1199,Wade Cobb,M,9296291435,8317298326,2009-08-25,2011-08-20,Wade.Cobb.8352@school.ac.in,AB-,Anthony Saunders,Mabel Freeburn,159494,"33,Ram nagar",Nautanwa,742562000000.0,Uttar Pradesh,,stu1199,57295857,9,1
1200,Angelina Gordon,F,7971728982,7576277716,2008-04-13,2003-08-10,Angelina.Gordon.1487@school.ac.in,B+,Mike Kelly,Ada Callan,223014,"21,Gandhi nagar",Sandi,26228864553.0,Uttar Pradesh,,stu1200,87167298,9,1
1201,Valentina Wallace,F,7218025359,7423407562,2007-08-08,2003-07-28,Valentina.Wallace.8191@school.ac.in,AB+,Kieth Lewis,Elena Payne,553041,"40,Gandhi nagar",Safipur,98941199823.0,Uttar Pradesh,,stu1201,48597365,9,2
1202,Liam Shaw,M,9017185770,9365534122,2009-10-12,2004-10-14,Liam.Shaw.0961@school.ac.in,A+,Gil Tutton,Chester Evans,228535,"30,Mohan lal colony",Reoti,332680000000.0,Uttar Pradesh,,stu1202,4341661,9,2
1203,Anabel Kelly,F,8990035965,7186766592,2003-03-11,2008-07-19,Anabel.Kelly.4109@school.ac.in,A-,Esmeralda Reid,Mason Walker,988782,"26,Lanka",Shahganj,642072000000.0,Uttar Pradesh,,stu1203,76206279,9,2
1204,Marigold Lambert,F,9353568060,9741304594,2012-08-20,2004-10-25,Marigold.Lambert.2985@school.ac.in,O+,Rebecca Jackson,George Vollans,363624,"41,Shubhash nagar",Sadabad,75087001656.0,Uttar Pradesh,,stu1204,75892428,9,2
1205,Denny Hale,M,9012213819,8218143618,2008-04-14,2004-05-01,Denny.Hale.3219@school.ac.in,AB+,Gwen Potts,Josh Becker,159494,"14,Mohan lal colony",Nautanwa,218939000000.0,Uttar Pradesh,,stu1205,93246623,9,2
1206,Megan Wilkinson,F,7067649416,7512474707,2007-02-30,2003-07-28,Megan.Wilkinson.9573@school.ac.in,A+,Francesca Osmond,Adela Mitchell,580817,"29,Bhelupur",Varanasi,418233000000.0,Uttar Pradesh,,stu1206,60934357,9,2
1207,Melania Dwyer,F,7677979516,8134718867,2005-08-29,2009-12-21,Melania.Dwyer.4769@school.ac.in,O-,Sabina Mitchell,Luna Rainford,176318,"12,Lanka",Sirsi,990380000000.0,Uttar Pradesh,,stu1207,38811726,9,2
1208,Maya Archer,F,7005263426,8854438327,2011-02-17,2007-01-19,Maya.Archer.1286@school.ac.in,A-,Jacob Bayliss,Harry Allington,518615,"16,Laxmi nagar",Naraura,10444078821.0,Uttar Pradesh,,stu1208,80317944,9,2
1209,Sage Healy,F,7428643887,8708120381,2008-10-23,2003-08-01,Sage.Healy.1095@school.ac.in,A+,Tania Doherty,Emmanuelle Stone ,381636,"39,Shubhash nagar",Sandila,729163000000.0,Uttar Pradesh,,stu1209,87647343,9,2
1210,Fred Stone ,M,7880881419,9984508421,2008-12-07,2005-05-17,Fred.Stone .5040@school.ac.in,O+,Wade Sherwood,George Vollans,834591,"33,Ram nagar",Najibabad,998207000000.0,Uttar Pradesh,,stu1210,76809847,9,2
1211,Benny Harrison,M,9271306875,9049579344,2003-06-20,2007-09-08,Benny.Harrison.1480@school.ac.in,AB-,Ron Hope,Livia Brooks,159494,"30,Gandhi nagar",Nautanwa,719685000000.0,Uttar Pradesh,,stu1211,50851203,9,2
1212,Margaret Clark,F,8445099203,9592474934,2007-08-04,2004-01-24,Margaret.Clark.4976@school.ac.in,O+,Beatrice Savage,Lexi Button,223014,"33,Metro colony",Sandi,998284000000.0,Uttar Pradesh,,stu1212,31828919,9,2
1213,Danny Wigley,M,9921620362,7270754859,2009-09-20,2011-07-25,Danny.Wigley.2242@school.ac.in,B-,Shannon Denton,Anais Woods,228535,"22,Gandhi nagar",Reoti,272019000000.0,Uttar Pradesh,,stu1213,77339264,9,2
1214,Joy Santos,F,7995651772,8332725636,2003-07-02,2002-01-15,Joy.Santos.3512@school.ac.in,O+,Oliver Cox,Luke Baker,715128,"35,Bhelupur",Pilkhuwa,117597000000.0,Uttar Pradesh,,stu1214,70310396,9,2
1215,Chester Giles,M,9913837551,8443275346,2006-05-15,2010-01-20,Chester.Giles.9776@school.ac.in,O-,Elle Payne,Barry Cassidy,580817,"47,Sigra",Varanasi,701921000000.0,Uttar Pradesh,,stu1215,64802002,9,2
1216,Benny Tindall,M,7704766155,7895035686,2003-12-16,2009-04-15,Benny.Tindall.6877@school.ac.in,AB-,Britney Daniells,Adalind Fleming,159494,"11,Bhelupur",Nautanwa,982031000000.0,Uttar Pradesh,,stu1216,8197237,9,2
1217,Nicholas Thompson,M,7839693512,8458949535,2009-03-04,2009-10-05,Nicholas.Thompson.8306@school.ac.in,B-,Nick Coll,Anthony Reading,162998,"14,shastri nagar",Thana Bhawan,427916000000.0,Uttar Pradesh,,stu1217,17794672,9,2
